Name,domain,Address,Website,source_city,sub_city,state,status,reason
The Bristol Bazaar,thebristolbazaar.com,"67 Race St, Bristol, CT 06010",http://www.thebristolbazaar.com/,bristol,,,rejected,no_shop
Bruno's Cafe Unionville,brunoscafect.com,"55 Mill St, Unionville, CT 06085",http://brunoscafect.com/,bristol,,,rejected,no_store_page
Hometown Coffee Roasters,hometownroasters.com,"80 Old Granite St, Manchester, NH 03101",http://www.hometownroasters.com/,manchester,,,rejected,wrong_region
Critical Mass Coffee,criticalmasscoffee.com,"649 E Industrial Park Dr Unit 17, Manchester, NH 03109",http://www.criticalmasscoffee.com/,manchester,,,rejected,wrong_region
Manchester Coffee Co.,manchestercoffeeco.com,"576 E Third St Suite 110, Lexington, KY 40508",http://www.manchestercoffeeco.com/,manchester,,,rejected,wrong_region
Terra Nova Coffee Roasters,terranovacoffee.net,"48 Emerald St, Keene, NH 03431",https://terranovacoffee.net/,manchester,,,rejected,wrong_region
Specialty Beverage Concepts,specialtybeverageconcepts.com,"145 Edwin Rd, South Windsor, CT 06074",http://www.specialtybeverageconcepts.com/,manchester,,,rejected,no_store_page
Urban Lodge Brewing Co.,urbanlodgebrewing.com,"47 Purnell Pl, Manchester, CT 06040",http://urbanlodgebrewing.com/,manchester,,,rejected,no_store_page
The Firestone | Art studio + Cafe,thefirestonect.com,"1115 Main St, Manchester, CT 06040",http://thefirestonect.com/,manchester,,,rejected,no_store_page
Between Rounds,betweenroundsbagels.com,"1540 Pleasant Valley Rd, Manchester, CT 06042",http://www.betweenroundsbagels.com/,manchester,,,rejected,no_store_page
Audacity British Style Pub,audacitybritishstylepubs.com,"829 Main St, Manchester, CT 06040",http://www.audacitybritishstylepubs.com/,manchester,,,rejected,no_coffee_keywords
Elicit Brewing Co - Manchester,elicitbrewing.com,"165 Adams St, Manchester, CT 06042",http://www.elicitbrewing.com/,manchester,,,rejected,no_shop
Cafe Aura,cafeaura.com,"45 E Center St, Manchester, CT 06040",http://www.cafeaura.com/,manchester,,,rejected,no_store_page
Hartford Road Cafe,hartfordroadcafe.com,"378 Hartford Rd, Manchester, CT 06040",https://hartfordroadcafe.com/,manchester,,,rejected,no_store_page
Steve's Bagels,stevesnewyorkbagels.com,"11 Tolland Turnpike, Manchester, CT 06042",http://www.stevesnewyorkbagels.com/,manchester,,,rejected,no_coffee_keywords
Tutto Caffé,tuttoilgiornocaffe.com,"55 Main St, East Hampton, NY 11937",https://www.tuttoilgiornocaffe.com/,middletown,,,rejected,wrong_region
South County Bread Company,southcountybread.com,"333 Main St, South Kingstown, RI 02879",https://www.southcountybread.com/,middletown,,,rejected,wrong_region
Pawling Coffee Roaster,pawlingcoffeeroaster.net,"3 E Main St, Pawling, NY 12564",http://pawlingcoffeeroaster.net/,middletown,,,rejected,wrong_region
YUP Coffee Roasters,yupcoffee.com,"296 Nonotuck St, Northampton, MA 01062",https://www.yupcoffee.com/contact,middletown,,,rejected,wrong_region
Futura Coffee Roasters - The Mill District,futuracoffeeroasters.com,"73 Cowls Rd, Amherst, MA 01002",https://futuracoffeeroasters.com/,middletown,,,rejected,wrong_region
DAYES Coffee Roasters,dayescoffee.com,"34 North St, Middletown, NY 10940",http://www.dayescoffee.com/,middletown,,,rejected,wrong_region
North Fork Roasting Co.,northforkroastingco.com,"55795 Main Rd, Southold, NY 11971",http://www.northforkroastingco.com/,middletown,,,rejected,wrong_region
Back Again Board Game Cafe LLC,backagaincafe.com,"484 Main St UNIT 11, Middletown, CT 06457",http://backagaincafe.com/,middletown,,,rejected,no_store_page
Perk on Main,perkonmain.com,"386 Main St, Middletown, CT 06457",http://perkonmain.com/,middletown,,,rejected,no_store_page
Sweet Harmony Cafe & Bakery,sweetharmonyct.com,"330 Main St, Middletown, CT 06457",http://sweetharmonyct.com/,middletown,,,rejected,no_store_page
Bergen House,bergenhousect.com,"725 Main St UNIT 27, Middletown, CT 06457",http://bergenhousect.com/,middletown,,,rejected,no_coffee_keywords
BD Provisions,bdprovisions.com,"125 S Main St, Newtown, CT 06470",https://www.bdprovisions.com/newtown-store,middletown,,,rejected,no_coffee_keywords
The Cooking Company,thecookingco.com,"350 Main St 1st fl, Middletown, CT 06457",http://thecookingco.com/,middletown,,,rejected,no_coffee_keywords
It's Only Natural Market,itsonlynaturalmarket.com,"575 Main St, Middletown, CT 06457",http://www.itsonlynaturalmarket.com/,middletown,,,rejected,no_store_page
Maruichi Cafe,maruichius.net,"1980 W Main St, Stamford, CT 06902",https://www.maruichius.net/,middletown,,,rejected,no_coffee_keywords
PARSLEY,parsleyct.com,"324 Main St, Middletown, CT 06457",https://www.parsleyct.com/,middletown,,,rejected,no_coffee_keywords
RJ Cafe & Bistro,rjcafebistro.com,"768 Boston Post Rd, Madison, CT 06443",http://www.rjcafebistro.com/,middletown,,,rejected,no_store_page
Harrie's Jailhouse,harriesjailhouse.com,"51 Warwick St, Middletown, CT 06457",https://www.harriesjailhouse.com/,middletown,,,rejected,no_coffee_keywords
Eli Cannons Tap Room,elicannons.com,"695 Main St, Middletown, CT 06457",https://www.elicannons.com/,middletown,,,rejected,no_shop
Le Jardin Cafe,lejardin.cafe,"86 N Main St, Wallingford, CT 06492",http://lejardin.cafe/,middletown,,,rejected,no_shop
Carmela's on the Extension,carmelasmiddletown.com,"139 Main Street Extension, Middletown, CT 06457",http://carmelasmiddletown.com/,middletown,,,rejected,no_coffee_keywords
Market 32,pricechopper.com,"855 Washington St, Middletown, CT 06457",https://www.pricechopper.com/stores/ct/middletown/market-32-232.html,middletown,,,rejected,no_store_page
Zinneken's Belgian waffles | Glastonbury,zinnekenswaffles.com,"331A New London Turnpike, Glastonbury, CT 06033",http://www.zinnekenswaffles.com/,middletown,,,rejected,no_coffee_keywords
Sol House Tavern,solhousetavern.com,"670 Newfield St, Middletown, CT 06457",https://www.solhousetavern.com/,middletown,,,rejected,no_shop
Pausa Caffè,thepausacaffe.com,"9 Main St, Norwalk, CT 06851",http://thepausacaffe.com/,middletown,,,rejected,no_store_page
Athenian Diner II,atheniandiners.com,"864 Washington St, Middletown, CT 06457",http://www.atheniandiners.com/,middletown,,,rejected,no_coffee_keywords
"ION Restaurant, It's Only Natural, ION",ionrestaurant.com,"606 Main St, Middletown, CT 06457",https://ionrestaurant.com/?utm_source=google,middletown,,,rejected,no_coffee_keywords
Quarry Coffee & Craft Kitchen,quarrycoffeeco.com,"101 Main St, Oxford, CT 06478",http://www.quarrycoffeeco.com/,middletown,,,rejected,no_store_page
Two Wrasslin' Cats Coffee House & Cafe,twowrasslincats.com,"374 Town St, East Haddam, CT 06423",http://twowrasslincats.com/,middletown,,,rejected,no_coffee_keywords
MOTW Coffee and Pastries,motw.coffee,"425 Main St, Middletown, CT 06457",https://motw.coffee/,middletown,,,rejected,no_shop
Feshafeesh • Dessert Bar,feshafeesh.com,"578 Main St, Middletown, CT 06457",https://feshafeesh.com/,middletown,,,rejected,no_coffee_keywords
Red & Black Cafe,weswings.com,"45 Broad St, Middletown, CT 06457",http://weswings.com/,middletown,,,rejected,no_store_page
Arwa Yemeni Coffee,arwacoffee.com,"335 Orange St Suite 1, New Haven, CT 06511",https://arwacoffee.com/,middletown,,,rejected,no_store_page
Brew Bakers,mybrewbakers.com,"169 Main St, Middletown, CT 06457",http://www.mybrewbakers.com/,middletown,,,rejected,no_store_page
Chubby Dog Coffee Gaming Bar,chubbydogcoffee.com,"144 Main St, Danielson, CT 06239",http://chubbydogcoffee.com/,middletown,,,rejected,no_store_page
E.E.J.L. WORLD L.L.C.,eejlworldllc.com,"50 Highland Ave Suite 3, Middletown, CT 06457",http://www.eejlworldllc.com/,middletown,,,rejected,no_coffee_keywords
Black By Demand Specialty Coffee,blackbydemand.biz,"Norwalk, CT 06854",https://www.blackbydemand.biz/general-6,middletown,,,rejected,no_store_page
Wesleyan RJ Julia Bookstore,wesleyanrjjulia.com,"413 Main St, Middletown, CT 06457",http://www.wesleyanrjjulia.com/,middletown,,,rejected,no_coffee_keywords
Last Drop Coffee Shop,lastdropcoffeeshop.com,"435 Main St, Monroe, CT 06468",https://www.lastdropcoffeeshop.com/,middletown,,,rejected,no_shop
Molten Java,moltenjava.wordpress.com,"213 Greenwood Ave, Bethel, CT 06801",http://moltenjava.wordpress.com/,middletown,,,rejected,no_store_page
Two Dogs Coffee Shop,order.dripos.com,"157 Main St Suite B, Danielson, CT 06239",https://order.dripos.com/Two-Dogs-Coffee-Shop,middletown,,,rejected,no_store_page
Tschudin Chocolates & Confections,tschocolates.com,"100 Riverview Center #110, Middletown, CT 06457",http://www.tschocolates.com/,middletown,,,rejected,no_coffee_keywords
Neil’s Donuts,neilsdonuts.com,"211 S Main St, Middletown, CT 06457",http://neilsdonuts.com/,middletown,,,rejected,no_store_page
Ground Up Coffee,instagram.com,"285 Nicoll St, New Haven, CT 06511",https://www.instagram.com/groundupcoffeeeastrock?igsh=MXMyNDNqanJIOGhycg==,middletown,,,rejected,no_shop
Rise and Shine Cafe,riseandshinecafect.com,"749 Saybrook Rd, Middletown, CT 06457",https://riseandshinecafect.com/,middletown,,,rejected,no_store_page
Greiser’s Coffee & Market,greisers.com,"299 Center Rd, Easton, CT 06612",https://www.greisers.com/,middletown,,,rejected,no_store_page
Roost Kitchen + Coffee,heyroost.com,"2075 Black Rock Tpke, Fairfield, CT 06824",https://www.heyroost.com/,middletown,,,rejected,no_store_page
Sweet B Cafe,sweetbcafe.com,"945 Cromwell Ave, Rocky Hill, CT 06067",http://sweetbcafe.com/,middletown,,,rejected,no_store_page
Lamplighter Trading Company,lamplightertradingco.com,"8 Steamboat Wharf, Mystic, CT 06355",http://www.lamplightertradingco.com/,middletown,,,rejected,no_store_page
Fable,ctfable.com,"96 Center St, Southington, CT 06489",http://www.ctfable.com/,middletown,,,rejected,no_coffee_keywords
Good Times Coffee House,goodtimescoffeehouse.com,"1548 Main St, Willimantic, CT 06226",https://goodtimescoffeehouse.com/,middletown,,,rejected,no_shop
Colonial Coffee Co Ltd,colonialcoffee.ca,"3110 Marentette Ave, Windsor, ON N8X 4G2, Canada",http://www.colonialcoffee.ca/,windsor,,,rejected,wrong_region
The Better Bean,betterbeancafe.com,"186 Main St #1R, Monson, MA 01057",http://www.betterbeancafe.com/,windsor,,,rejected,wrong_region
First Choice,firstchoiceservices.com,"900 River St suite F, Windsor, CT 06095",https://firstchoiceservices.com/locations/hartford/,windsor,,,rejected,no_shop
Roasted beanery,roastedbeanery.com,"95 S Rd, Somers, CT 06071",https://roastedbeanery.com/,windsor,,,rejected,no_store_page
Cafe Barista,baristacafect.com,"66 N Main St, Suffield, CT 06078",http://baristacafect.com/,windsor,,,rejected,no_store_page
Likkle Patty Shop,likklepattyshop.com,"296 Broad St Ste C, Windsor, CT 06095",http://likklepattyshop.com/,windsor,,,rejected,no_coffee_keywords
Yosi Kitchen,yosikitchen.com,"598 Hayden Station Rd, Windsor, CT 06095",http://yosikitchen.com/,windsor,,,rejected,no_coffee_keywords
Williams-Sonoma,williams-sonoma.com,"200 Evergreen Way Suite 256, South Windsor, CT 06074",https://www.williams-sonoma.com/stores/us-ct-south-windsor-promenade-at-evergreen-walk/,windsor,,,rejected,no_coffee_keywords
Lox Stock & Bagels,loxstock.com,"1393 Blue Hills Ave, Bloomfield, CT 06002",http://www.loxstock.com/,windsor,,,rejected,no_coffee_keywords
Day Hill Deli,dayhilldeli.com,"555 Day Hill Rd, Windsor, CT 06095",http://www.dayhilldeli.com/,windsor,,,rejected,no_shop
Mahaney Breakfast & Lunch,mahaneysct.com,"1775 Poquonock Ave, Windsor, CT 06095",https://mahaneysct.com/,windsor,,,rejected,no_store_page
Brookside Bagels,brooksidebagelsct.com,"563 Hopmeadow St, Simsbury, CT 06070",https://brooksidebagelsct.com/,windsor,,,rejected,no_store_page
Isaac's Bagel Cafe,isaacsbagelcafe.squarespace.com,"16-B Mountain Ave, Bloomfield, CT 06002",https://isaacsbagelcafe.squarespace.com/,windsor,,,rejected,no_shop
Hasbeans Ltd.,hasbeans.ca,"130 King St, London, ON N6A 1C5",https://hasbeans.ca/,london,,,rejected,no_store_page
Fire Roasted Coffee Co.,fireroastedcoffee.com,"900 King Street, Western Fair Farmers' & Artisans' Market, 2nd Floor, London, ON N5W 2X7",http://www.fireroastedcoffee.com/,london,,,rejected,no_coffee_keywords
Browned Cafe (Wharncliffe),browned.ca,"275 Wharncliffe Rd N, London, ON N6H 2C1",https://www.browned.ca/,london,,,rejected,no_store_page
Canada's Finest Coffee Service,canadasfinestcoffee.com,"775 Industrial Rd, London, ON N5V 3N5",http://www.canadasfinestcoffee.com/,london,,,rejected,scrape_failed
Heritage Coffee Co. Ltd.,heritage-coffee.com,"97 Bessemer Rd, London, ON N6E 1P9",https://heritage-coffee.com/,london,,,rejected,no_shop
Viola Gourmet,violagourmet.ca,"312 Commissioners Rd W #4B, London, ON N6J 1Y3",http://violagourmet.ca/,london,,,rejected,no_coffee_keywords
The Evergreen Coffee Lounge,evergreencoffeelounge.ca,"111 Thames St S, Ingersoll, ON N5C 2T3",https://www.evergreencoffeelounge.ca/,london,,,rejected,no_shop
Sidetrack: A Wortley Café,sidetrack.cafe,"136 Wortley Rd, London, ON N6C 3P5",https://sidetrack.cafe/,london,,,rejected,no_store_page
Saga Board Games & Coffee,sagagamescafe.com,"105 King St, London, ON N6A 1C1",http://www.sagagamescafe.com/,london,,,rejected,no_store_page
Reset Social Cafe,resetsocial.cafe,"503 Talbot St, London, ON N6A 2S5",http://www.resetsocial.cafe/,london,,,rejected,no_store_page
Twins Café,twinscafe.ca,"1135 Richmond St, London, ON N6A 2K5",https://www.twinscafe.ca/,london,,,rejected,no_store_page
Locomotive Espresso - North,locomotiveespresso.com,"408 Pall Mall St, London, ON N5Y 2Z2",http://www.locomotiveespresso.com/,london,,,rejected,no_store_page
The Green Earth Cafe London,thegreenearthcafe.com,"1325 Riverbend Rd Unit 15, London, ON N6K 0K1",https://www.thegreenearthcafe.com/?utm_source=gbp&utm_medium=organic&utm_campaign=listing,london,,,rejected,scrape_failed
London Coffee House,cmhatv.ca,"371 Hamilton Rd, London, ON N5Z 1R7",https://cmhatv.ca/londoncoffeehouse/,london,,,rejected,no_coffee_keywords
Cortoba Café,cortoba.ca,"312 Commissioners Rd W #4B, London, ON N6J 1Y3",http://www.cortoba.ca/,london,,,rejected,no_store_page
Black Walnut Bakery Café,blackwalnutbakerycafe.com,"724 Richmond St, London, ON N6A 3H3",http://www.blackwalnutbakerycafe.com/,london,,,rejected,no_store_page
London Bicycle Café,cafe.londonbicyclecafe.com,"320 Thames St Unit 101, London, ON N6A 0E1",https://cafe.londonbicyclecafe.com/?utm_source=gmb&utm_medium=organic&utm_campaign=local,london,,,rejected,no_shop
Virgin Islands Coffee Roasters,virginislandscoffeeroasters.com,"9718 Estate Thomas Suite 5A, St Thomas 00802, US Virgin Islands",http://virginislandscoffeeroasters.com/,st. thomas,,,rejected,wrong_region
St. Thomas Roasters,stthomasroasters.com,"5951 Linglestown Rd, Harrisburg, PA 17112, United States",http://www.stthomasroasters.com/,st. thomas,,,rejected,wrong_region
Zesty Dessert Café,live.vibemenu.dev,"831 Talbot St, St Thomas, ON N5P 1E4",https://live.vibemenu.dev/bWMOaEjqPOLkK7QalvvG,st. thomas,,,rejected,no_coffee_keywords
Los Frutos Del Café,frutosdelcafe.org,"750 Talbot St Suite 105, St Thomas, ON N5P 1E2",http://frutosdelcafe.org/,st. thomas,,,rejected,no_store_page
Streamliners Espresso Bar,streamlinersespressobar.com,"767 Talbot St, St Thomas, ON N5P 1E3",http://www.streamlinersespressobar.com/,st. thomas,,,rejected,no_shop
Jancat Art,jancat.art,"584 Talbot St, St Thomas, ON N5P 1C4",https://www.jancat.art/,st. thomas,,,rejected,no_store_page
Why Not Cookies Cafe,whynotcookies.ca,"373 Talbot St, St Thomas, ON N5P 1B7",http://www.whynotcookies.ca,st. thomas,,,rejected,no_store_page
The Fritter Shop St. Thomas,thefrittershop.com,"779 Talbot St, St Thomas, ON N5P 1E3",http://www.thefrittershop.com/,st. thomas,,,rejected,no_coffee_keywords
Spicer's Bakery In St Thomas,spicersbakery.ca,"965 Talbot St, St Thomas, ON N5P 3J2",https://www.spicersbakery.ca/,st. thomas,,,rejected,no_coffee_keywords
Country Charm Cafe,countrycharmcafe.ca,"310 Wellington St, St Thomas, ON N5R 2N6",http://countrycharmcafe.ca/,st. thomas,,,rejected,no_shop
Roy's Coffee Shop,royscoffeeshop.com,"273 Caradoc St S, Strathroy, ON N7G 2P3",http://royscoffeeshop.com/,strathroy,,,rejected,no_store_page
Backhome Coffee Roaster,backhomecoffee.com,"112 Christina St S, Sarnia, ON N7T 2M6",https://www.backhomecoffee.com/,strathroy,,,rejected,no_shop
Blackwater Coffee Co.,blackwatercoffee.ca,"177 Christina St N, Sarnia, ON N7T 5T8",http://www.blackwatercoffee.ca/,strathroy,,,rejected,no_shop
The Cottage Cafe,thecottagecafe.ca,"71 River Rd, Grand Bend, ON N0M 1T0",http://www.thecottagecafe.ca/,strathroy,,,rejected,no_store_page
The Olde Bakery Cafe,oldebakerycafe.com,"120 Thames St S, Ingersoll, ON N5C 2T4",https://www.oldebakerycafe.com/,ingersoll,,,rejected,no_store_page
Ingersoll Rails House of Brews,ingersollrails.beer,"99 Victoria St, Ingersoll, ON N5C 2S9",http://www.ingersollrails.beer/,ingersoll,,,rejected,no_shop
Rose and Daffodil Bakery,roseanddaffodilbakery.com,"120 Thames St N, Ingersoll, ON N5C 1K7",http://www.roseanddaffodilbakery.com/,ingersoll,,,rejected,no_coffee_keywords
The Woodstock Coffee Company,thewoodstockcoffeecompany.com,"9550 Main St Suite #190, Woodstock, GA 30188, United States",https://www.thewoodstockcoffeecompany.com/,woodstock,,,rejected,wrong_region
Evergreen Coffee Roasters,evergreencoffee.ca,"150 Bee St, Woodstock, ON N4S 3Z4",http://evergreencoffee.ca/,woodstock,,,rejected,no_store_page
Beantown Coffee,instagram.com,"9 Reeve St, Woodstock, ON N4S 3G1",http://instagram.com/beantowncoffeeco,woodstock,,,rejected,no_shop
Country Style,countrystyle.com,"Shell Gas Station, 200 Dundas St, Woodstock, ON N4S 1A7",https://www.countrystyle.com/stores/?utm_source=G&utm_medium=LPM&utm_campaign=MTY,woodstock,,,rejected,no_coffee_keywords
SJ FRESH COFFEE,sjfreshcoffee.godaddysites.com,"16 Water St S, Cambridge, ON N1R 3C5",https://sjfreshcoffee.godaddysites.com/,woodstock,,,rejected,no_shop
Disko Coffee,disko.ca,"63 Dickson St #1, Cambridge, ON N1R 7A5",https://disko.ca/,woodstock,,,rejected,no_store_page
Full of Beans Coffee Co,fullofbeans.co,"St Jacobs Farmers Market, 878 Weber St N, Waterloo, ON N2J 4G8",https://www.fullofbeans.co/,woodstock,,,rejected,no_store_page
Tater's Sandwiches,taterssandwiches.ca,"495 Dundas St, Woodstock, ON N4S 1C3",http://taterssandwiches.ca/,woodstock,,,rejected,no_shop
Lighthouse Coffee Roasters,lighthousecoffeeroasters.ca,"35931 Empress Dr #1, Abbotsford, BC V3G 2M8",http://www.lighthousecoffeeroasters.ca/,tillsonburg,,,rejected,wrong_region
Barking Irons Roastery | Chilliwack Coffee Roaster,barkingironsroastery.com,"50529 Chilliwack Central Rd, Rosedale, BC V0X 1X2",https://www.barkingironsroastery.com/,tillsonburg,,,rejected,wrong_region
Coyle's Country Store,coylescountrystore.com,"244282 Airport Rd, Tillsonburg, ON N4G 4H1",http://www.coylescountrystore.com/,tillsonburg,,,rejected,no_store_page
Nectar Bistro & Bar,nectartillsonburg.ca,"117 Broadway St, Tillsonburg, ON N4G 3P5",https://www.nectartillsonburg.ca/,tillsonburg,,,rejected,no_shop
Kingfisher Cafe,kingfishercafe.ca,"11 Norfolk St N, Simcoe, ON N3Y 3N6",https://www.kingfishercafe.ca/,tillsonburg,,,rejected,no_store_page
Korner Perk,kornerperk.ca,"101 Broadway St, Tillsonburg, ON N4G 3P5",https://kornerperk.ca/,tillsonburg,,,rejected,no_shop
Skyway Cafe Tillsonburg,skywaycafe.ca,"244411 Airport Rd, Tillsonburg, ON N4G 4H1",https://www.skywaycafe.ca/,tillsonburg,,,rejected,no_store_page
TC Brewing Co.,tcbrew.ca,"2008 Dorchester Rd, Dorchester, ON N0L 1G2",http://www.tcbrew.ca/,tillsonburg,,,rejected,no_store_page
Cafe 1517,reformedbookservices.com,"16 Roy Blvd, Brantford, ON N3R 7K2",https://reformedbookservices.com/pages/cafe-1517,tillsonburg,,,rejected,no_store_page
Golden Grounds Coffee House,yourstudentsunion.ca,"154 Dalhousie St, Brantford, ON N3T 2J4",https://www.yourstudentsunion.ca/golden-grounds,tillsonburg,,,rejected,no_coffee_keywords
Joy Bakery Café,joyofnorfolk.ca,"126 Robinson St, Simcoe, ON N3Y 1W9",http://www.joyofnorfolk.ca/,tillsonburg,,,rejected,no_coffee_keywords
Solarien Cafe,solarien.ca,"960 King St E, Cambridge, ON N3H 3K7",http://solarien.ca/,tillsonburg,,,rejected,no_shop
Friday cafe,fridaycafebrantford.wixsite.com,"75 Dalhousie St, Brantford, ON N3T 2J1",https://fridaycafebrantford.wixsite.com/friday-cafe,tillsonburg,,,rejected,no_shop
The Social,selkirksocial.ca,"7 Main St E, Selkirk, ON N0A 1P0",http://selkirksocial.ca/,tillsonburg,,,rejected,no_store_page
Abby Mae's Cafe & Bakery,abbymaescafeandbakery.com,"516 John St N, Aylmer, ON N5H 0A6",http://abbymaescafeandbakery.com/,aylmer,,,rejected,no_store_page
Huckleberry Cakes & Coffee,huckleberrycakes.ca,"49 Talbot St E, Aylmer, ON N5H 1H3",http://huckleberrycakes.ca/,aylmer,,,rejected,no_store_page
Abby Mae's Gluten Free Bakery,abbymaes.square.site,"300 Talbot St W, Aylmer, ON N5H 1K2",http://abbymaes.square.site/,aylmer,,,rejected,no_store_page
Café Mulligan,cafemulligan.com,"149 Principale St, Gatineau, Quebec J9H 3M7",https://www.cafemulligan.com/,aylmer,,,rejected,no_coffee_keywords
Café British,thebritish.ca,"79 Principale St, Gatineau, Quebec J9H 4N5",http://thebritish.ca/,aylmer,,,rejected,no_store_page
Ukrainian Homemade Food,ukrainianhomefood.ca,"128 Talbot St E, Aylmer, ON N5H 1H5",https://ukrainianhomefood.ca/,aylmer,,,rejected,no_coffee_keywords
Walker Dairy Bar,walkerfarms.ca,"49681 Talbot St E, Aylmer, ON N5H 2W1",http://walkerfarms.ca/,aylmer,,,rejected,no_store_page
Pinecroft,pinecroft.ca,"8122 Rogers Rd, Aylmer, ON N5H 2R4",https://pinecroft.ca/,aylmer,,,rejected,no_coffee_keywords
Beanzz,beanzzsarnia.com,"207 Christina St N, Sarnia, ON N7T 5T9",https://www.beanzzsarnia.com/,sarnia,,,rejected,no_store_page
Coffee Lodge,coffeelodge.ca,"400 Exmouth St, Sarnia, ON N7T 5N9",http://www.coffeelodge.ca/,sarnia,,,rejected,no_store_page
Greens,greenssarnia.com,"196 Christina St N, Sarnia, ON N7T 5V3",http://greenssarnia.com/,sarnia,,,rejected,no_shop
The Roastory Specialty Coffee and Roastery Inc.,theroastorycoffee.com,"12 Ella Ln Unit 106, Bedford, NS B4B 2J6",https://www.theroastorycoffee.com/,halifax,,,rejected,no_shop
Roastery 46,roastery46.ca,"170 Joseph Zatzman Dr Unit 12, Dartmouth, NS B3B 1M3",http://roastery46.ca/,halifax,,,rejected,scrape_failed
Scotian Grind Coffee,scotiangrindcoffee.ca,"26 Windfield Crescent, Middle Sackville, NS B4E 3A1",http://www.scotiangrindcoffee.ca/,halifax,,,rejected,no_shop
Espresso 46,facebook.com,"2867 Isleville St, Halifax, NS B3K 3X4",https://www.facebook.com/Espresso46/,halifax,,,rejected,no_coffee_keywords
Caffè Lucca,caffelucca.ca,"1625 Grafton St, Halifax, NS B3J 0B1",https://www.caffelucca.ca/,halifax,,,rejected,no_shop
Café Lara & Roastery,cafelara.ca,"3121 Kempt Rd, Halifax, NS B3K 5N6",http://www.cafelara.ca/,halifax,,,rejected,scrape_failed
Tartan Coffee Company,tartancoffee.ca,"Dingle Rd, Halifax, NS B3P 1A1",https://www.tartancoffee.ca/,halifax,,,rejected,scrape_failed
Weird Harbour Espresso Bar,weirdharbour.com,"1656 Barrington St, Halifax, NS B3J 0C2",https://www.weirdharbour.com/,halifax,,,rejected,no_coffee_keywords
The Barn Coffee & Social House,thebarncoffee.com,"458 Main St, Mahone Bay, NS B0J 2E0",http://www.thebarncoffee.com/,halifax,,,rejected,no_shop
The Fourth Pull by Stoke Food Supply,stokefood.ca,"5687 West St, Halifax, NS B3K 4C1",http://stokefood.ca/,halifax,,,rejected,no_coffee_keywords
Ramblers,instagram.com,"5576 Nora Bernard St, Halifax, NS B3K 5K9",http://www.instagram.com/ramblers.hfx,halifax,,,rejected,no_shop
Beanville Coffee Roastery,beanvillecoffee.com,"771 Bedford Hwy, Bedford, NS B4A 1A1",https://www.beanvillecoffee.com/,halifax,,,rejected,no_store_page
Terra Cafe,terracafe.ca,"1496 Lower Water St, Halifax, NS B3J 3R5",http://terracafe.ca/,halifax,,,rejected,no_shop
Uncommon Grounds,theuncommongroup.com,"1030 South Park St Suite # 321, Halifax, NS B3H 2W3",https://www.theuncommongroup.com/,halifax,,,rejected,no_coffee_keywords
Sully and Porter Cafe,sullyandporter.com,"2959 Oxford St, Halifax, NS B3L 2W3",http://sullyandporter.com/,halifax,,,rejected,no_store_page
Creative Cup Cafe,creativecupcafe.ca,"2792 Gottingen St, Halifax, NS B3K 3C8",http://www.creativecupcafe.ca/,halifax,,,rejected,no_store_page
Balancing Rock Coffeehouse,marriott.com,"1919 Upper Water St, Halifax, NS B3J 3J5",https://www.marriott.com/en-us/hotels/yhzmc-halifax-marriott-harbourfront-hotel/dining/?scid=feed67b0-9a2f-4de1-8df6-114544116108,halifax,,,rejected,no_shop
Apartment 3 Espresso Bar,apt3coffee.com,"1565 South Park St Unit 2, Halifax, NS B3J 0H8",http://www.apt3coffee.com/,halifax,,,rejected,no_store_page
Nhà Specialty Coffee & Kitchen,nhacoffee.com,"205 Bedford Hwy Ground Floor, Halifax, NS B3M 0R5",https://nhacoffee.com/,halifax,,,rejected,no_shop
Xena's Bread and Butter Ltd.,xenasbreadandbutter.com,"1996 Brunswick St, Halifax, NS B3J 2G7",https://xenasbreadandbutter.com/,halifax,,,rejected,no_store_page
Steve-O-Reno's Cappuccino,steveorenos.com,"1536 Brunswick St, Halifax, NS B3J 2G2",https://www.steveorenos.com/,halifax,,,rejected,no_store_page
Glitter Bean Cafe Co-op,glitterbeancafe.com,"5896 Spring Garden Rd, Halifax, NS B3H 0A6",https://www.glitterbeancafe.com/,halifax,,,rejected,no_store_page
Open Book Coffee,openbookcoffee.ca,"3660 Strawberry Hill St, Halifax, NS B3K 5A9",https://openbookcoffee.ca/,halifax,,,rejected,no_store_page
The 5K Cafe,the5kcafe.ca,"124 Chain Lake Dr, Halifax, NS B3N 3B4",https://www.the5kcafe.ca/,halifax,,,rejected,no_shop
Lucy's Hydrostone Café,lucyshydrostone.ca,"5517 Young St, Halifax, NS B3K 1Z7",https://lucyshydrostone.ca/?utm_source=boom12&utm_medium=gbl&utm_campaign=orgsoc,halifax,,,rejected,no_shop
Dilly Dally Coffee Cafe,dillydallyeats.com,"6100 Quinpool Rd, Halifax, NS B3L 1A1",http://www.dillydallyeats.com/contact.html,halifax,,,rejected,no_store_page
Bird's Nest Cafe + Catering,birdsnesthalifax.com,"1547 Barrington St, Halifax, NS B3J 1Z4",https://www.birdsnesthalifax.com/,halifax,,,rejected,no_store_page
The Mellow Mug (Halifax),mellowmug.ca,"7071 Bayers Rd Suite 1011, Halifax, NS B3L 2C2",http://mellowmug.ca/,halifax,,,rejected,no_shop
